id,url,tag,right_tag_cn,您的注释,待验证组合tag,待验证相克tag
1652,fanny_pack,fanny_pack,腰包,,,
1653,fantasy,fantasy,幻想,,,
1654,fashion,fashion,时尚,,,
1655,fat,fat,肥胖的|大号美女,,,
1656,fat_man,fat_man,胖子,,,
1657,fat_mons,fat_mons,丰满的,,,
1658,father_and_daughter,father_and_daughter,父女,,,
1659,father_and_son,father_and_son,父子,,,
1660,faucet,faucet,水龙头,,,
1661,faulds,faulds,腹甲,,,
1662,faux_figurine,faux_figurine,仿手办风格,,,
1663,faux_traditional_media,faux_traditional_media,传统手绘风格,,,
1664,feather-trimmed_sleeves,feather-trimmed_sleeves,羽毛装饰的袖子,,,
1665,feather_boa,feather_boa,羽毛围巾,,,
1666,feathered_wings,feathered_wings,羽翼,,,
1667,feathers,feathers,羽毛,,,
1668,fedora,fedora,软呢帽,,,
1669,feeding,feeding,喂食,,,
1670,feet,feet,脚,,,
1671,feet_out_of_frame,feet_out_of_frame,双脚不在图内,,,
1672,feet_up,feet_up,翘起脚,,,
1673,fellatio,fellatio,口交,,,
1674,fellatio_gesture,fellatio_gesture,摆着口交的手势,,,
1675,female_ejaculation,female_ejaculation,潮吹,,,
1676,female_orgasm,female_orgasm,女性高潮,,,
1677,female_pervert,female_pervert,痴女,,,
1678,female_pov,female_pov,女性视角,,,
1679,femdom,femdom,逆强奸,,,
1680,fence,fence,栅栏,,,
1681,ferret,ferret,貂,,,
1682,ferris_wheel,ferris_wheel,摩天轮,,,
1683,festival,festival,节日|祭典,,,
1684,fetal_position,fetal_position,胎儿状的蜷缩,,,
1685,fff_threesome,fff_threesome,女女女3P,,,
1686,ffm_threesome,ffm_threesome,女女男3P,,,
1687,fictional_persona,fictional_persona,原创人物,,,
1688,field,field,田野,,,
1689,fiery_wings,fiery_wings,燃烧着的翅膀,,,
1690,fighter_jet,fighter_jet,战斗机,,,
1691,fighting,fighting,战斗中的,,,
1692,fighting_stance,fighting_stance,战斗姿态|摆着架势的,,,
1693,figure,figure,手办,,,
1694,film_grain,film_grain,胶片颗粒感|老电影滤镜,,,
1695,fine_art_parody,fine_art_parody,对某美术品的模仿|模仿名画,,,
1696,fine_fabric_emphasis,fine_fabric_emphasis,精细的面料感|超还原的丝袜,,,
1697,finger_biting,finger_biting,咬手指,,,
1698,finger_gun,finger_gun,手指作手枪状,,,
1699,finger_in_another's_mouth,finger_in_another's_mouth,口内指交,,,
1700,finger_in_mouth,finger_in_mouth,手指伸进嘴里,,,
1701,finger_on_trigger,finger_on_trigger,准备扣扳机的手势,,,
1702,finger_sucking,finger_sucking,吮吸手指,,,
1703,finger_to_mouth,finger_to_mouth,手抵在嘴唇边,,,
1704,fingering,fingering,指交,,,
1705,fingering_through_clothes,fingering_through_clothes,手指隔着衣物摸来摸去,,,
1706,fingerless_gloves,fingerless_gloves,无指手套,,,
1707,fingernails,fingernails,指甲,,,
1708,fingers,fingers,手指,,,
1709,fingers_together,fingers_together,手指并拢,,,
1710,fins,fins,鱼鳍,,,
1711,fire,fire,火,,,
1712,fireflies,fireflies,萤火虫,,,
1713,fireplace,fireplace,壁炉,,,
1714,fireworks,fireworks,烟花,,,
1715,firing,firing,射击,,,
1716,fish,fish,鱼,,,
1717,fish_girl,fish_girl,鱼人,,,
1718,fish_hair_ornament,fish_hair_ornament,鱼形发饰,,,
1719,fish_print,fish_print,鱼形印花,,,
1720,fisheye,fisheye,鱼眼镜头,,,
1721,fishing,fishing,钓鱼,,,
1722,fishing_rod,fishing_rod,钓鱼竿,,,
1723,fishnet_legwear,fishnet_legwear,渔网袜,,,
1724,fishnets,fishnets,渔网,,,
1725,flaccid,flaccid,未勃起的,,,
1726,flag,flag,旗,,,
1727,flag_print,flag_print,旗帜印花,,,
1728,flail,flail,梿枷,,,
1729,flame,flame,火焰,,,
1730,flame_print,flame_print,火焰图案,,,
1731,flaming_eye,flaming_eye,焰目,,,
1732,flapping,flapping,拍打动作,,,
1733,flashback,flashback,回忆场景,,,
1734,flashing,flashing,露出,,,
1735,flashlight,flashlight,手电筒,,,
1736,flask,flask,烧瓶,,,
1737,flat_ass,flat_ass,贫瘠的屁股,,,
1738,flat_cap,flat_cap,平顶帽|司机帽,,,
1739,flat_chest,flat_chest,平胸|贫乳,,,
1740,flat_chest_grab,flat_chest_grab,抓着贫乳,,,
1741,flat_color,flat_color,平涂风格,,,
1742,flats,flats,无背景|平铺的背景,,,
1743,fleeing,fleeing,在逃跑的,,,
1744,fleur_de_lapin_uniform,fleur_de_lapin_uniform,点兔女仆装,,,
1745,flexible,flexible,柔韧性好的,,,
1746,flexing,flexing,秀肌肉,,,
1747,flip-flops,flip-flops,人字拖,,,
1748,flip_phone,flip_phone,翻盖手机,,,
1749,flipped_hair,flipped_hair,外卷发型,,,
1750,floating,floating,浮动的|在漂浮的,,,
1751,floating_hair,floating_hair,飘动的头发,,,
1752,floating_island,floating_island,浮岛,,,
1753,floating_object,floating_object,漂浮物,,,
1754,flock,flock,悠远|恢弘感|一大群,,,
1755,floor,floor,地板,,,
1756,floppy_ears,floppy_ears,大耳朵|下垂的耳朵|飞机耳发型,,,
1757,floral_background,floral_background,花朵点缀的背景|有花香的感觉,,,
1758,floral_print,floral_print,花朵图案(印花),,,
1759,flower,flower,花,,,
1760,flower_(symbol),flower_(symbol),花(符号),,,
1761,flower_bracelet,flower_bracelet,花手镯,,,
1762,flower_earrings,flower_earrings,花耳环,,,
1763,flower_field,flower_field,花田,,,
1764,flower_knot,flower_knot,绳结,,,
1765,flower_necklace,flower_necklace,花环|鲜花项链,,,
1766,fluffy,fluffy,毛茸茸的,,,
1767,flustered,flustered,慌乱的,,,
1768,flute,flute,笛,,,
1769,flying,flying,飞行,,,
1770,flying_kick,flying_kick,飞踢,,,
1771,flying_sweatdrops,flying_sweatdrops,飞扬的汗珠,,,
1772,foam,foam,泡沫,,,
1773,fog,fog,雾,,,
1774,folded,folded,抬腿露阴,,,
1775,folded_ponytail,folded_ponytail,蜷起来的马尾,,,
1776,folding_chair,folding_chair,折叠椅,,,
1777,folding_fan,folding_fan,扇子,,,
1778,food,food,食物,,,
1779,food_in_mouth,food_in_mouth,嘴里有食物,,,
1780,food_on_body,food_on_body,身体上有食物,,,
1781,food_on_face,food_on_face,脸上有食物,,,
1782,food_print,food_print,食物印花,,,
1783,food_stand,food_stand,食品摊,,,
1784,foot_out_of_frame,foot_out_of_frame,单脚不在图内,,,
1785,footjob,footjob,足交,,,
1786,footprints,footprints,脚印,,,
1787,forced_orgasm,forced_orgasm,强制高潮,,,
1788,forehead,forehead,额头,,,
1789,forehead-to-forehead,forehead-to-forehead,额头贴额头,,,
1790,forehead_jewel,forehead_jewel,额前有宝石,,,
1791,forehead_kiss,forehead_kiss,亲吻额头,,,
1792,forehead_mark,forehead_mark,额前有图案,,,
1793,forehead_protector,forehead_protector,护额,,,
1794,foreshortening,foreshortening,正前缩距透视法,,,
1795,foreskin,foreskin,包皮,,,
1796,forest,forest,森林,,,
1797,fork,fork,餐叉,,,
1798,formal,formal,正装,,,
1799,fountain,fountain,喷泉,,,
1800,four-leaf_clover,four-leaf_clover,四叶草,,,
1801,fourth_wall,fourth_wall,虚实穿插|连接到现实的感觉|次元壁,,,
1802,fox,fox,狐狸,,,
1803,fox_ears,fox_ears,狐耳,,,
1804,fox_girl,fox_girl,狐娘,,,
1805,fox_mask,fox_mask,狐狸面具,,,
1806,fox_shadow_puppet,fox_shadow_puppet,狐狸手势,,,
1807,fox_tail,fox_tail,狐狸尾巴,,,
1808,framed_breasts,framed_breasts,极具立体感的乳房,,,
1809,freckles,freckles,雀斑,,,
1810,freediving,freediving,潜水(泳姿不限),,,
1811,french_braid,french_braid,法式辫子,,,
1812,french_flag,french_flag,法国国旗,,,
1813,french_fries,french_fries,炸薯条,,,
1814,french_kiss,french_kiss,舌吻,,,
1815,french_text,french_text,法文,,,
1816,fried_egg,fried_egg,煎蛋|荷包蛋,,,
1817,friends,friends,朋友,,,
1818,frilled_apron,frilled_apron,花边围裙,,,
1819,frilled_bikini,frilled_bikini,花边比基尼,,,
1820,frilled_bow,frilled_bow,花边蝴蝶结,,,
1821,frilled_bra,frilled_bra,花边胸罩,,,
1822,frilled_capelet,frilled_capelet,花边披肩,,,
1823,frilled_choker,frilled_choker,花边项圈,,,
1824,frilled_collar,frilled_collar,花边衣领,,,
1825,frilled_dress,frilled_dress,花边连衣裙,,,
1826,frilled_gloves,frilled_gloves,花边手套,,,
1827,frilled_hairband,frilled_hairband,花边发带,,,
1828,frilled_kimono,frilled_kimono,花边和服,,,
1829,frilled_legwear,frilled_legwear,花边的裤袜,,,
1830,frilled_panties,frilled_panties,花边内裤,,,
1831,frilled_ribbon,frilled_ribbon,花边缎带,,,
1832,frilled_shirt,frilled_shirt,花边衬衫,,,
1833,frilled_shirt_collar,frilled_shirt_collar,花边衬衫领,,,
1834,frilled_skirt,frilled_skirt,花边裙子,,,
1835,frilled_sleeves,frilled_sleeves,花边袖子,,,
1836,frilled_swimsuit,frilled_swimsuit,花边泳衣,,,
1837,frills,frills,花边,,,
1838,fringe_trim,fringe_trim,碎边饰物|边缘装饰物,,,
1839,frog,frog,青蛙,,,
1840,frog_girl,frog_girl,青蛙娘,,,
1841,frog_hair_ornament,frog_hair_ornament,青蛙发饰,,,
1842,frogtie,frogtie,青蛙捆绑,,,
1843,from_above,from_above,俯视镜头,,,
1844,from_behind,from_behind,背影,,,
1845,from_below,from_below,仰视镜头,,,
1846,from_outside,from_outside,室外看向室内(的镜头),,,
1847,from_side,from_side,角色的侧面,,,
1848,front-print_panties,front-print_panties,正面有图案的内裤,,,
1849,front-tie_bikini,front-tie_bikini,从正面打结的比基尼,,,
1850,front-tie_top,front-tie_top,从正面打结的衣物,,,
1851,front_ponytail,front_ponytail,束在正面的马尾,,,
1852,front_zipper_swimsuit,front_zipper_swimsuit,拉链在正面的泳衣,,,
1853,frottage,frottage,摩擦性器官|用性器官摩擦别人的身体,,,
1854,frown,frown,皱眉,,,
1855,frozen,frozen,被冻住的,,,
1856,fruit,fruit,水果,,,
1857,frying_pan,frying_pan,平底锅,,,
1858,fucked_silly,fucked_silly,被肏到恍惚|被干得不要不要,,,
1859,full-face_blush,full-face_blush,整张脸泛红,,,
1860,full-length_zipper,full-length_zipper,有整件衣物长的拉链,,,
1861,full-package_futanari,full-package_futanari,有完整两性器官的扶她,,,
1862,full_armor,full_armor,穿着全套盔甲的,,,
1863,full_body,full_body,全身|画出了全身,,,
1864,full_moon,full_moon,满月,,,
1865,full_nelson,full_nelson,双肩下握颈体位,,,
1866,fume,fume,气得冒烟(含一定漫画元素),,,
1867,fundoshi,fundoshi,兜裆布,,,
1868,fur,fur,毛皮,,,
1869,fur-trimmed_boots,fur-trimmed_boots,皮草靴,,,
1870,fur-trimmed_cape,fur-trimmed_cape,毛皮镶边斗篷,,,
1871,fur-trimmed_capelet,fur-trimmed_capelet,毛皮装饰披肩,,,
1872,fur-trimmed_coat,fur-trimmed_coat,镶边皮草大衣,,,
1873,fur-trimmed_dress,fur-trimmed_dress,毛皮镶边连衣裙,,,
1874,fur-trimmed_gloves,fur-trimmed_gloves,毛皮镶边手套,,,
1875,fur-trimmed_hood,fur-trimmed_hood,毛皮镶边风帽,,,
1876,fur-trimmed_jacket,fur-trimmed_jacket,皮草夹克,,,
1877,fur-trimmed_legwear,fur-trimmed_legwear,皮草修身长裤,,,
1878,fur-trimmed_skirt,fur-trimmed_skirt,毛皮镶边短裙,,,
1879,fur-trimmed_sleeves,fur-trimmed_sleeves,毛皮镶边袖子,,,
1880,fur_boots,fur_boots,矮跟休闲皮草靴,,,
1881,fur_coat,fur_coat,毛皮大衣,,,
1882,fur_collar,fur_collar,毛皮衣领,,,
1883,fur_hat,fur_hat,毛皮帽子,,,
1884,fur_trim,fur_trim,皮草款式|毛皮镶边,,,
1885,furisode,furisode,振袖,,,
1886,furry,furry,毛茸茸|兽人,,,
1887,fusion,fusion,融合|合体,,,
1888,futa_with_female,futa_with_female,扶她和女性,,,
1889,futa_with_futa,futa_with_futa,两个扶她,,,
1890,futa_with_male,futa_with_male,扶她和男性,,,
1891,futanari,futanari,扶她,,,
1892,futasub,futasub,干扶她|玩弄扶她,,,
1893,futon,futon,被窝,,,
1894,fuuin_no_tsue,fuuin_no_tsue,封印之杖,,,
1895,g-string,g-string,超细款丁字裤,,,
1896,gag,gag,猿辔|塞口物,,,
1897,gagged,gagged,被塞口的,,,
1898,gakuran,gakuran,学兰,,,
1899,game_console,game_console,游戏机,,,
1900,game_controller,game_controller,游戏控制器,,,
1901,gamepad,gamepad,游戏手柄,,,
1902,gameplay_mechanics,gameplay_mechanics,(融入了)游戏机制元素,,,
1903,gangbang,gangbang,轮奸,,,
1904,ganguro,ganguro,黑皮,,,
1905,gap_(touhou),gap_(touhou),隙间(东方),,,
1906,gaping,gaping,敞开的|撑开的(阴部和屁眼),,,
1907,garden,garden,花园,,,
1908,garreg_mach_monastery_uniform,garreg_mach_monastery_uniform,加尔格·马可大修道院制服,,,
1909,garrison_cap,garrison_cap,船形帽|卫戍帽|军便帽,,,
1910,garter_belt,garter_belt,吊带袜的腰带,,,
1911,garter_straps,garter_straps,吊带袜的吊带,,,
1912,garters,garters,吊带袜的袜带,,,
1913,gas_mask,gas_mask,防毒面具,,,
1914,gate,gate,门,,,
1915,gathers,gathers,褶裥(衣物),,,
1916,gatling_gun,gatling_gun,加特林机枪,,,
1917,gauntlets,gauntlets,护腕,,,
1918,gears,gears,齿轮,,,
1919,gem,gem,宝石,,,
1920,gem_uniform_(houseki_no_kuni),gem_uniform_(houseki_no_kuni),宝石之国的制服,,,
1921,gen_1_pokemon,gen_1_pokemon,第1代口袋妖怪,,,
1922,gen_2_pokemon,gen_2_pokemon,第2代口袋妖怪,,,
1923,gen_3_pokemon,gen_3_pokemon,第3代口袋妖怪,,,
1924,gen_4_pokemon,gen_4_pokemon,第4代口袋妖怪,,,
1925,gen_5_pokemon,gen_5_pokemon,第5代口袋妖怪,,,
1926,gen_6_pokemon,gen_6_pokemon,第6代口袋妖怪,,,
1927,gen_7_pokemon,gen_7_pokemon,第7代口袋妖怪,,,
1928,gen_8_pokemon,gen_8_pokemon,第8代口袋妖怪,,,
1929,genderswap,genderswap,性转,,,
1930,genderswap_(ftm),genderswap_(ftm),男体化,,,
1931,genderswap_(mtf),genderswap_(mtf),女体化,,,
1932,german_clothes,german_clothes,德国服装,,,
1933,german_flag,german_flag,德国国旗,,,
1934,german_flag_bikini,german_flag_bikini,德国国旗比基尼,,,
1935,german_text,german_text,德语,,,
1936,germany,germany,德国,,,
1937,geta,geta,木屐,,,
1938,ghost,ghost,幽灵,,,
1939,ghost_tail,ghost_tail,幽灵尾巴,,,
1940,giant,giant,巨人,,,
1941,giantess,giantess,巨大少女,,,
1942,gift,gift,礼物,,,
1943,gift_bag,gift_bag,礼品袋,,,
1944,gift_box,gift_box,礼品盒,,,
1945,gigantic_breasts,gigantic_breasts,超大乳房,,,
1946,girl_on_top,girl_on_top,女上位,,,
1947,girl_sandwich,girl_sandwich,被两个女孩夹在中间,,,
1948,giving,giving,递|赠送,,,
1949,giving_up_the_ghost,giving_up_the_ghost,灵魂出窍,,,
1950,glaive,glaive,长柄刀,,,
1951,glaring,glaring,轻蔑的眼神|怒视,,,
1952,glass,glass,玻璃,,,
1953,glasses,glasses,眼镜|眼镜娘,,,
1954,glint,glint,眼中闪现强烈的情感,,,
1955,globe,globe,地球仪,,,
1956,glomp,glomp,热情的拥抱|扑上来抱住,,,
1957,gloom_(expression),gloom_(expression),消沉(表情),,,
1958,gloves,gloves,手套,,,
1959,gloves_removed,gloves_removed,脱下手套,,,
1960,glowing,glowing,发光的,,,
1961,glowing_eye,glowing_eye,发光的眼睛(单眼),,,
1962,glowing_eyes,glowing_eyes,发光的双眼,,,
1963,glowing_weapon,glowing_weapon,发光的武器,,,
1964,glowstick,glowstick,荧光棒|打call棒,,,
1965,goatee,goatee,山羊胡,,,
1966,goblin,goblin,哥布林,,,
1967,goddess,goddess,女神,,,
1968,goggles,goggles,护目镜,,,
1969,goggles_around_neck,goggles_around_neck,脖子挂着护目镜,,,
1970,goggles_on_head,goggles_on_head,头上别着护目镜,,,
1971,goggles_on_headwear,goggles_on_headwear,帽子上别着护目镜,,,
1972,gohei,gohei,御币,,,
1973,gold,gold,金,,,
1974,gold_armor,gold_armor,黄金盔甲,,,
1975,gold_chain,gold_chain,金链子,,,
1976,gold_trim,gold_trim,金色镶边,,,
1977,goldfish,goldfish,金鱼,,,
1978,golf_club,golf_club,高尔夫俱乐部,,,
1979,good_end,good_end,好结局,,,
1980,gorget,gorget,护喉|护喉甲|颈甲,,,
1981,gothic,gothic,哥特式,,,
1982,gothic_lolita,gothic_lolita,哥特萝莉,,,
1983,gourd,gourd,葫芦,,,
1984,gown,gown,女裙|女长服|女礼服,,,
1985,grabbing,grabbing,抓住|抓着,,,
1986,grabbing_another's_ass,grabbing_another's_ass,抓着对方屁股,,,
1987,grabbing_another's_hair,grabbing_another's_hair,抓着对方的头发,,,
1988,grabbing_from_behind,grabbing_from_behind,从背后揉胸|从背后抓住胸部,,,
1989,grabbing_own_ass,grabbing_own_ass,抓着自己的屁股,,,
1990,gradient,gradient,(身体或肢体)倾斜,,,
1991,gradient_background,gradient_background,渐变色(效果)的背景,,,
1992,gradient_hair,gradient_hair,渐变色的头发,,,
1993,gradient_sky,gradient_sky,倾斜的天空,,,
1994,graffiti,graffiti,涂鸦,,,
1995,grapes,grapes,葡萄,,,
1996,graphite_(medium),graphite_(medium),铅笔画(中号),,,
1997,grass,grass,草,,,
1998,grave,grave,坟墓,,,
1999,graveyard,graveyard,墓地,,,
2000,greaves,greaves,胫甲,,,
2001,green-framed_eyewear,green-framed_eyewear,绿框眼镜,,,
2002,green_background,green_background,绿色背景,,,
2003,green_bikini,green_bikini,绿色比基尼,,,
2004,green_bodysuit,green_bodysuit,绿色紧身衣,,,
2005,green_bow,green_bow,绿色蝴蝶结,,,
2006,green_bra,green_bra,绿色胸罩,,,
2007,green_cape,green_cape,绿色斗篷,,,
2008,green_choker,green_choker,绿色项圈,,,
2009,green_coat,green_coat,绿色外套,,,
2010,green_dress,green_dress,绿色连衣裙,,,
2011,green_eyes,green_eyes,绿色的眼镜,,,
2012,green_footwear,green_footwear,绿色鞋类,,,
2013,green_gloves,green_gloves,绿色的手套,,,
2014,green_hair,green_hair,绿发,,,
2015,green_hairband,green_hairband,绿色发带,,,
2016,green_hakama,green_hakama,绿色的袴,,,
2017,green_headwear,green_headwear,绿色头饰,,,
2018,green_jacket,green_jacket,绿色夹克,,,
2019,green_kimono,green_kimono,绿色和服,,,
2020,green_legwear,green_legwear,绿色的裤袜,,,
2021,green_leotard,green_leotard,绿色连身衣,,,
2022,green_nails,green_nails,绿色的指甲,,,
2023,green_neckwear,green_neckwear,绿色的领结,,,
2024,green_panties,green_panties,绿色的内裤,,,
2025,green_pants,green_pants,绿色的裤子,,,
2026,green_ribbon,green_ribbon,绿色丝带,,,
2027,green_sailor_collar,green_sailor_collar,绿色水手领,,,
2028,green_scarf,green_scarf,绿色围巾,,,
2029,green_shirt,green_shirt,绿色衬衫,,,
2030,green_shorts,green_shorts,绿色短裤,,,
2031,green_skin,green_skin,绿色皮肤,,,
2032,green_skirt,green_skirt,绿色的裙子,,,
2033,green_sweater,green_sweater,绿色的毛衣,,,
2034,green_swimsuit,green_swimsuit,绿色的泳衣,,,
2035,green_tea,green_tea,绿茶,,,
2036,green_theme,green_theme,绿色主题,,,
2037,green_vest,green_vest,绿色背心,,,
2038,green_wings,green_wings,绿色翅膀,,,
2039,grenade,grenade,手榴弹,,,
2040,grenade_launcher,grenade_launcher,榴弹发射器,,,
2041,grey_background,grey_background,灰色背景,,,
2042,grey_bikini,grey_bikini,灰色比基尼,,,
2043,grey_bow,grey_bow,灰色蝴蝶结,,,
2044,grey_cardigan,grey_cardigan,灰色开口衬衫,,,
2045,grey_coat,grey_coat,灰色外套,,,
2046,grey_dress,grey_dress,灰色连衣裙,,,
2047,grey_eyes,grey_eyes,灰色的眼睛,,,
2048,grey_footwear,grey_footwear,灰色鞋类,,,
2049,grey_gloves,grey_gloves,灰色手套,,,
2050,grey_hair,grey_hair,灰色的头发|白发|银发,,,
2051,grey_headwear,grey_headwear,灰色头饰,,,
2052,grey_hoodie,grey_hoodie,灰色连帽衫,,,
2053,grey_jacket,grey_jacket,灰色夹克,,,
2054,grey_legwear,grey_legwear,灰色的裤袜,,,
2055,grey_neckwear,grey_neckwear,灰色的领结,,,
2056,grey_panties,grey_panties,灰色的内裤,,,
2057,grey_pants,grey_pants,灰色的裤子,,,
2058,grey_ribbon,grey_ribbon,灰色丝带,,,
2059,grey_sailor_collar,grey_sailor_collar,灰色水手领,,,
2060,grey_shirt,grey_shirt,灰色上衣,,,
2061,grey_shorts,grey_shorts,灰色短裤,,,
2062,grey_skin,grey_skin,灰色皮肤,,,
2063,grey_skirt,grey_skirt,灰色短裙,,,
2064,grey_sleeves,grey_sleeves,灰色袖子,,,
2065,grey_sweater,grey_sweater,灰色毛衣,,,
2066,grey_theme,grey_theme,灰色,,,
2067,grey_vest,grey_vest,灰色背心,,,
2068,greyscale,greyscale,纯黑白色|黑白照片化,,,
2069,grill,grill,烤架,,,
2070,grimace,grimace,(因痛苦、厌恶等)做怪相,,,
2071,grimoire,grimoire,魔法书,,,
2072,grimoire_of_alice,grimoire_of_alice,爱丽丝的魔法书(东方),,,
2073,grin,grin,露齿笑,,,
2074,grinding,grinding,素股|臀推,,,
2075,groceries,groceries,食材,,,
2076,grocery_bag,grocery_bag,购物袋,,,
2077,groin,groin,腹股沟|耻丘,,,
2078,groin_tendon,groin_tendon,腹股沟肌腱,,,
2079,groping,groping,猥亵,,,
2080,ground_vehicle,ground_vehicle,地面载具,,,
